"State","County","HPI","Personal_Income","Poverty_Percentage","Population","HighSchoolLess","HighSchoolOnly","SomeCollege","BachelorAndHigher","Unemployment_Rate"
"OH","Jackson","145.19",36672,17.2,32413,16.5,42.1,26.9,14.5,6.2
"OH","Jefferson","138.25",40844,17.1,65325,9,44.8,30.4,15.8,5.9
"OH","Knox","140.77",44019,11.3,62322,8.7,39.8,28.5,23,3.9
"OH","Lake","114.60",52475,8.3,230149,7.7,31.8,33.1,27.4,3.7
"OH","Lawrence","137.65",39610,16.2,59463,12.5,43.9,28.7,14.9,5.2
"OH","Licking","141.22",47097,9.3,176862,8.5,34.3,31.1,26.1,3.7
"OH","Logan","144.34",44030,10.5,45672,7.4,48.4,27.6,16.5,3.6
"OH","Lorain","112.60",47666,13.9,309833,10.3,31,33.8,24.9,4.3
"OH","Lucas","109.27",47875,18,428348,10.7,29.7,33.3,26.3,4.7
"OH","Madison","146.89",41862,9.6,44731,13,41.6,27.9,17.5,3.4
"OH","Mahoning","116.84",43925,18.4,228683,9.1,37.6,29.1,24.2,5.7
"OH","Marion","120.45",38644,14.8,65093,12.1,44.5,30.9,12.5,4.1
"OH","Medina","125.00",57387,5.5,179746,4.9,31,30.2,33.9,3.4
"OH","Meigs","140.10",35723,15.8,22907,16.4,41.8,28.7,13.1,6.9
"OH","Mercer","147.43",52106,6.7,41172,7.9,45.3,28.5,18.3,2.6
"OH","Miami","124.36",48997,8.8,106987,8.8,36.6,31.3,23.3,3.7
"OH","Montgomery","120.23",48448,15.3,531687,9.9,27.8,34.5,27.9,4.2
"OH","Morgan","145.33",34038,15.7,14508,14.7,43.9,31.2,10.2,6.5
"OH","Morrow","139.54",40221,8.5,35328,12.3,43.9,29.9,13.8,4.1
"OH","Muskingum","132.11",41998,15.3,86215,12.2,41.6,30.1,16.1,4.9
"OH","Noble","158.59",27703,14.2,14424,15.3,47.9,26.9,9.9,6.9
"OH","Ottawa","126.20",53133,8.1,40525,8.3,35.2,33.5,23.1,5.6
"OH","Paulding","124.99",42017,9.8,18672,9.5,47.9,26.9,15.6,3.8
"OH","Perry","148.87",38469,15,36134,12.7,47.5,27.7,12.2,5.2
"OH","Pickaway","139.19",41422,11.5,58457,12.8,42.6,26.2,18.4,4
"OH","Pike","133.63",38610,19.1,27772,19.8,40.2,27.4,12.6,6.2
"OH","Portage","120.71",45023,11.9,162466,7.6,36.6,26.8,29,4.2
"OH","Preble","123.12",41110,8.9,40882,9.6,43.9,30.2,16.3,3.8
"OH","Putnam","144.45",50560,7.2,33861,7.2,41.3,30.5,20.9,3.1
"OH","Richland","116.67",40507,13.5,121154,13.1,39.4,29.3,18.3,4.5
"OH","Ross","131.39",38563,15.2,76666,12.4,43,28.9,15.8,4.2
"OH","Sandusky","116.80",42188,9.6,58518,9.6,42.4,31.9,16.1,4.3
"OH","Scioto","131.88",40144,21.9,75314,15.1,41.2,28,15.7,6.3
"OH","Seneca","119.39",40607,12.1,55178,8.3,45.2,29.7,16.8,4.1
"OH","Shelby","129.01",46739,9.1,48590,9.8,41.3,30.2,18.7,3.5
"OH","Stark","119.29",46441,13,370606,8.4,38.2,30.6,22.8,4.5
"OH","Summit","118.12",52918,14.2,541013,8.3,30.2,29.1,32.5,4.3
"OH","Trumbull","107.71",42005,15.4,197974,10.6,44.5,26.1,18.7,6.1
"OH","Tuscarawas","131.25",45199,11.2,91987,14,44.7,23.9,17.4,4.3
"OH","Union","146.41",59811,5.4,58988,6.6,32,25.9,35.5,3.2
"OH","Van Wert","123.38",43166,8.5,28275,8.7,44.3,30.4,16.6,3.3
"OH","Vinton","135.35",34400,18.7,13085,19.3,43.7,24.2,12.8,5.6
"OH","Warren","135.45",62111,4.5,234602,6.2,25.8,25.1,43,3.5
"OH","Washington","144.16",44283,11,59911,9.4,40.3,31.5,18.8,5.4
"OH","Wayne","130.18",46420,9.9,115710,13.5,39,25.3,22.2,3.2
"OH","Williams","114.79",42970,9.3,36692,9.5,42.4,32.9,15.2,3.3
"OH","Wood","120.96",48823,11.2,130817,5.7,30.7,30.1,33.5,3.7
"OH","Wyandot","132.64",46428,7.5,21772,8.1,45.7,29,17.2,3.1
"OK","Adair","143.21",29528,23.6,22194,19.2,46.6,22.6,11.6,4.2
"OK","Beckham","177.40",38789,20.8,21859,14.5,36.2,32.5,16.8,3.2
"OK","Blaine","148.56",42256,14.9,9429,17.3,35.9,30.2,16.5,2
"OK","Bryan","168.05",35269,17.3,47995,13.6,32.8,31.8,21.9,3
"OK","Caddo","136.60",37603,20.6,28762,14.5,41.4,28.7,15.4,3.6
"OK","Canadian","170.53",46116,8.1,148306,8.6,29.8,34.2,27.4,2.9
"OK","Carter","161.31",43578,14.3,48111,12,36.7,30.8,20.5,3.4
"OK","Cherokee","151.59",33583,21.4,48657,13.5,31.3,28.9,26.3,4
"OK","Cleveland","166.99",45675,11.7,284014,8.2,24.7,33.7,33.4,2.8
"OK","Comanche","132.25",42676,17.6,120749,10,32.8,35.1,22.2,3.7
"OK","Craig","127.88",38861,18.2,14142,13.2,39.5,32.6,14.7,3.6
"OK","Creek","148.64",41624,13.7,71522,12.6,40,30.4,17,3.7
"OK","Custer","181.89",41261,15.8,29003,12.3,31.1,31.7,24.8,2.5
"OK","Delaware","150.03",33113,17.5,43009,15.1,35.8,31,18.1,3.8
"OK","Garfield","172.91",44899,12.7,61056,12.1,36.2,28.8,22.9,3
"OK","Garvin","164.76",39303,15.6,27711,13.7,45,26.6,14.7,3.2
"OK","Grady","171.24",40777,12.1,55834,9.9,40.3,29.9,19.9,3.1
"OK","Jackson","147.48",43321,17.3,24530,14.9,26.9,34.8,23.3,2.9
"OK","Kay","141.69",41469,16.1,43538,13.2,32.4,35.5,18.9,4.3
"OK","Kingfisher","203.32",54342,8.9,15765,11.7,38.3,27.6,22.4,2
"OK","Le Flore","161.94",33222,20.5,49853,16.5,41.1,27.8,14.6,4.7
"OK","Lincoln","169.52",35697,13.9,34877,12.8,40.8,30.9,15.5,3.5
"OK","Logan","173.58",43861,12.4,48011,9.9,32.5,30,27.7,2.9
"OK","McCurtain","174.39",33002,21.9,32832,17.1,43,26.5,13.4,5.7
"OK","McIntosh","208.93",35335,19.7,19596,14.2,42.7,29.3,13.9,5.8
"OK","Marshall","184.52",33857,18.2,16931,20.9,35.6,28.6,14.8,3.5
"OK","Mayes","145.59",36363,17.7,41100,13.5,39.5,32.7,14.3,3.1
"OK","Murray","165.01",43275,14.9,14073,15.8,38,28.8,17.4,3
"OK","Muskogee","148.93",37827,22.7,67997,14.7,34.4,30.4,20.4,3.9
"OK","Noble","157.28",44037,12.3,11131,9.5,41.5,25.8,23.2,2.5
"OK","Nowata","185.69",37054,15,10076,11.1,44,33.4,11.5,3.5
"OK","Oklahoma","178.51",52048,14.9,797434,12.6,25.7,29.7,32,3.1
"OK","Okmulgee","131.10",34888,18.7,38465,13.7,36,36.2,14.1,4.9
"OK","Osage","141.65",35458,14.9,46963,11.7,38.1,32.1,18,3.8
"OK","Ottawa","140.74",38291,18.5,31127,14.7,36.3,34.5,14.5,3.4
"OK","Pawnee","182.01",36538,15.2,16376,11.2,44.2,27.9,16.6,3.9
"OK","Payne","164.53",38276,23,81784,7.8,27.4,27.3,37.4,2.9
"OK","Pittsburg","142.67",39331,19.7,43654,13,38.2,32.7,16.1,4.2
"OK","Pontotoc","158.90",44712,13.9,38284,10.8,32.9,28.2,28.2,3.1
"OK","Pottawatomie","162.86",38053,14.8,72592,12,36.5,33.2,18.3,3.6
"OK","Rogers","145.68",47635,10.4,92459,8,32.1,35.1,24.9,3.1
"OK","Seminole","157.49",34658,22,24258,15.7,34,36,14.3,4.8
"OK","Sequoyah","142.96",33665,21.6,41569,18.7,38.6,28.2,14.4,4.1
"OK","Stephens","143.47",43723,14.8,43143,12.7,42.2,28.2,16.9,4.3
"OK","Texas","163.75",61652,14.7,19983,27.7,25.7,24.5,22.1,2
"OK","Tulsa","150.14",64699,14.3,651552,10.6,25.4,32.2,31.8,3.2
"OK","Wagoner","147.49",40851,8.2,81289,9.4,32.9,34.5,23.2,3.1
"OK","Washington","160.58",66805,12.9,51527,9.6,34,27.9,28.5,3.4
"OK","Woods","173.02",44427,15.2,8793,10.2,29.9,29.6,30.3,2.1
"OK","Woodward","201.39",38156,12.2,20211,12.3,39.9,28.4,19.4,2.9
"OR","Baker","182.28",42494,13.6,16124,9,31.1,36.2,23.7,4.6
"OR","Benton","213.32",48725,16.5,93053,4.1,13.3,28.5,54.1,2.9
"OR","Clackamas","210.56",61726,7.2,418187,6.6,21.2,34.7,37.4,3.4
"OR","Clatsop","209.84",47081,12,40224,7.9,26.7,41,24.4,3.7
"OR","Columbia","190.77",46019,8.6,52354,8.7,33.8,39,18.5,4.5
"OR","Coos","212.88",46429,15.6,64487,11.2,30.2,40.9,17.8,4.9
"OR","Crook","222.97",42584,10.9,24404,10,33.3,36.9,19.8,5.3
"OR","Curry","205.30",45474,13.4,22925,9.7,27.4,38.3,24.6,5.2
"OR","Deschutes","241.63",56447,9.2,197692,6.3,21.8,36.5,35.4,3.9
"OR","Douglas","183.63",42334,11.8,110980,10.4,32.3,40,17.3,4.9
"OR","Grant","216.60",42888,15.3,7199,11.2,36,33.9,18.9,6.9
"OR","Harney","152.96",41818,14.2,7393,8.4,36.6,36.6,18.4,5.3
"OR","Hood River","256.26",56325,8.4,23382,18.7,21.8,27.5,32,3.2
"OR","Jackson","195.59",48291,13.6,220944,9.9,26.1,36.2,27.8,4.4
"OR","Jefferson","196.50",35155,15,24658,13,30.7,37,19.4,5.1
"OR","Josephine","203.67",43554,15.9,87487,9.6,31,41.9,17.5,5
"OR","Klamath","174.27",41613,16.7,68238,11.9,31,37.1,20,6.2
"OR","Lake","179.43",43228,17,7869,13.5,34.5,35.6,16.4,5.4
"OR","Lane","202.82",47340,13.9,382067,8.1,23.2,38.2,30.5,4.1
"OR","Lincoln","199.22",45935,14.6,49962,8.5,27.3,39.3,24.9,4.3
"OR","Linn","197.52",44830,12.6,129749,10.5,29,41.2,19.3,4.3
"OR","Malheur","162.39",34576,21,30571,18.9,31.4,36,13.7,4.1
"OR","Marion","206.51",45158,12.2,347818,14.8,26.6,35.1,23.5,3.9
"OR","Morrow","175.37",48605,12.7,11603,24.2,33.1,33.7,9,4.1
"OR","Multnomah","236.85",60773,12,812855,8.5,17,28.7,45.9,3.3
"OR","Polk","192.83",42897,9.4,86085,9.1,23.5,36.4,31,4.1
"OR","Tillamook","192.63",45879,12,27036,10.4,28.7,39.1,21.8,3.9
"OR","Umatilla","178.39",41928,13.9,77950,17.6,28.5,36.7,17.2,4.8
"OR","Union","183.57",41721,13.6,26835,7.3,32.2,36,24.5,4.8
"OR","Wallowa","202.90",46044,12.3,7208,6.9,28.6,38.1,26.4,5.8
"OR","Wasco","216.79",43596,12.2,26682,13.6,29.1,37.7,19.6,4.1
"OR","Washington","217.03",64043,8.2,601592,7.8,17.4,30.4,44.4,3.1
"OR","Yamhill","209.75",47494,10.6,107100,11.1,24.6,37.5,26.9,3.4
"PA","Adams","156.48",50182,7.6,103009,11.2,39.9,26.6,22.3,3.3
"PA","Allegheny","174.60",65784,10.8,1216045,5.4,27,26,41.6,4.1
"PA","Armstrong","141.26",46925,11.1,64735,9.7,49,24.6,16.7,5.1
"PA","Beaver","154.11",50600,11.7,163929,6.9,36.8,31.6,24.7,4.5
"PA","Bedford","161.59",43426,10.4,47888,12.1,51.3,21.9,14.7,4.7
"PA","Berks","153.12",51299,10.2,421164,13.3,36.7,25.1,24.9,4.3
"PA","Blair","152.34",48277,14.9,121829,8.6,45,25.1,21.3,4.5
"PA","Bradford","164.22",43187,14.3,60323,9.9,47,24.4,18.7,4.4
"PA","Bucks","176.27",75864,5.7,628270,6.1,28.2,24.4,41.3,3.8
"PA","Butler","156.91",60493,7.8,187853,5.1,32.7,26.2,36,3.9
"PA","Cambria","128.31",45107,14.9,130192,8,45.4,25.5,21.1,5.3
"PA","Carbon","160.68",53053,9.8,64182,10.6,45.3,26.2,17.9,5.4
"PA","Centre","186.99",47564,15.9,162385,5.7,29.4,19.4,45.5,3.3
"PA","Chester","176.29",87557,5.9,524989,6.4,20.8,19.8,53,3.2
"PA","Clarion","136.90",42281,14.1,38438,9.9,46.5,21.5,22.1,4.9
"PA","Clearfield","150.21",46253,13.7,79255,12.8,49.5,22.7,15.1,5.2
"PA","Clinton","173.97",40669,13.4,38632,10.7,45.5,24.3,19.5,5.4
"PA","Columbia","156.38",43793,14.7,64964,9.7,43,24.4,22.9,4.8
"PA","Crawford","135.23",42237,12.6,84629,11,45.8,22.1,21.1,4.7
"PA","Cumberland","155.59",56540,7.2,253370,7.7,32,23.8,36.6,3.4
"PA","Dauphin","150.60",52716,11.3,278299,10.2,33.2,25.8,30.8,4
"PA","Delaware","167.60",69740,9.9,566747,6.9,30.2,23.8,39,4
"PA","Elk","126.99",49141,9.8,29910,7.7,48,24.7,19.6,4.9
"PA","Erie","141.03",46379,16.6,269728,8.7,38.5,24.9,27.9,4.6
"PA","Fayette","159.92",43835,17.5,129274,11.6,48,23.1,17.3,5.9
"PA","Franklin","156.91",47934,8.1,155027,11.7,43.1,23.5,21.6,3.8
"PA","Huntingdon","152.00",39371,13,45144,10.5,48.8,23.2,17.4,5.9
"PA","Indiana","145.94",41503,14,84073,10,43.2,23.8,23,5
"PA","Lackawanna","135.80",48967,14.2,209674,9,36.9,25.9,28.3,4.9
"PA","Lancaster","166.53",54314,10.5,545724,15,35.3,22.5,27.3,3.4
"PA","Lawrence","132.58",45252,12.3,85512,9.2,43.3,25.4,22.1,5.1
"PA","Lebanon","153.65",48924,10.4,141793,12.8,44,22.5,20.7,3.9
"PA","Lehigh","162.92",54471,11.5,369318,11,32.9,26.1,29.9,4.5
"PA","Luzerne","135.31",46363,15.2,317417,10.2,39,28,22.9,5.7
"PA","Lycoming","163.60",44941,13.6,113299,9.9,38.9,27.8,23.4,4.8
"PA","Mercer","131.50",43682,13.1,109424,10.1,43,24.1,22.8,4.9
"PA","Mifflin","134.43",40641,13.3,46138,15,51.8,21.3,11.9,4.7
"PA","Monroe","124.73",43823,12.2,170271,10.4,35.1,29.9,24.7,5.4
"PA","Montgomery","176.70",82037,6,830915,5.6,23.6,21.6,49.3,3.5
"PA","Montour","176.75",58872,9.1,18230,9.4,40.1,18.9,31.6,3.6
"PA","Northampton","162.53",56931,7.9,305285,9.1,34.5,26.1,30.3,4.5
"PA","Northumberland","154.21",43289,13.3,90843,12,49.8,21.7,16.6,5.6
"PA","Perry","155.64",46212,8.9,46272,12.6,47.4,23.4,16.7,3.7
"PA","Philadelphia","247.34",57265,23,1584064,15.3,32.6,22.4,29.7,5.5
"PA","Pike","150.01",49873,9.2,55809,7,34.3,31.8,26.8,5.6
"PA","Schuylkill","136.71",44055,11.7,141359,10.7,46.6,26.1,16.6,5.4
"PA","Snyder","154.32",43286,10.3,40372,13.4,45.6,21.3,19.8,5.4
"PA","Somerset","145.29",43103,12.5,73447,11.8,49.8,22.6,15.9,5.3
"PA","Tioga","163.27",41990,13.4,40591,9.6,45.3,26,19.1,5.3
"PA","Union","176.87",41400,12,44923,13.2,39,21.8,26,4
"PA","Venango","145.66",43822,12.5,50668,9.8,48,23.4,18.7,4.9
"PA","Warren","148.69",43401,13.5,39191,7.1,45.4,27.9,19.5,4.5
"PA","Washington","154.92",60295,9.9,206865,6.9,37.3,25.8,30,4.5
"PA","Wayne","138.32",45221,12.4,51361,10.4,42.9,26.3,20.4,4.7
"PA","Westmoreland","144.07",53740,10.5,348899,5.6,36.9,28.3,29.1,4.5
"PA","Wyoming","143.71",47099,9.9,26794,7.8,46.4,26.2,19.6,4.9
"PA","York","149.31",51585,9.2,449058,10.1,39.6,25.5,24.9,3.8
"RI","Bristol","192.63",78975,6.8,48479,9.1,19.4,22.5,49,3
"RI","Kent","182.57",60874,8.1,164292,7.8,28,30.9,33.3,3.2
"RI","Newport","208.72",70893,8.5,82082,6,22.1,23.8,48.1,3.1
"RI","Providence","179.91",49392,14,638931,14.2,31,25.8,29,3.9
"RI","Washington","199.37",67688,8,125577,5.1,22.8,26,46.1,3.1
"SC","Abbeville","152.99",35219,14.8,24527,18.3,34,32,15.6,3.4
"SC","Aiken","152.77",44349,12.5,170872,12,32.8,28.8,26.4,2.9
"SC","Anderson","145.41",41170,12.9,202558,14.7,31.2,31.8,22.2,2.7
"SC","Barnwell","147.69",35606,24.9,20866,20.2,35.4,31.9,12.5,4.3
"SC","Beaufort","159.65",59318,10.2,192122,7.2,22.3,29.3,41.2,2.6
"SC","Berkeley","181.58",42365,10.7,227907,10.6,29.4,34.9,25,2.5
"SC","Charleston","217.44",63901,11.7,411406,8.3,22.7,25.3,43.6,2.3
"SC","Cherokee","139.53",33875,16,57300,19.7,34.7,31.4,14.2,3.1
"SC","Chester","130.34",35227,17.7,32244,17.9,39.3,29.4,13.4,4.1
"SC","Chesterfield","136.01",32249,19.9,45650,23.3,41.3,25,10.4,2.9
"SC","Clarendon","141.09",34475,25.1,33745,21.5,36.5,26.9,15.1,3.9
"SC","Colleton","152.99",37521,21,37677,13.4,45.4,26.6,14.6,3.2
"SC","Darlington","135.50",39195,19.6,66618,17.6,35.1,28.8,18.4,3.4
"SC","Dillon","114.07",30203,26.8,30479,24.7,39,25.2,11.1,4.1
"SC","Dorchester","171.70",40926,9.3,162809,10.3,27.3,34.2,28.2,2.5
"SC","Edgefield","153.51",37294,15.7,27260,17.1,36.7,29.6,16.7,2.8
"SC","Fairfield","138.78",37834,19.1,22347,13.8,41.3,28,16.9,4.4
"SC","Florence","133.08",44001,17,138293,15,32.9,28.5,23.6,2.9
"SC","Georgetown","157.09",49341,17.5,62680,12.8,28.8,31.1,27.3,3.8
"SC","Greenville","170.43",49801,10.7,523542,12,23.8,29.2,35.1,2.4
"SC","Greenwood","138.98",38180,18,70811,14.8,30.5,30.1,24.6,3.1
"SC","Hampton","138.95",34322,23.2,19222,19,42.5,26.6,11.9,2.7
"SC","Horry","153.22",39028,12.7,354081,10.4,32.5,33.5,23.6,3.6
"SC","Kershaw","134.84",42929,13.8,66551,12.2,36.5,31,20.3,3
"SC","Lancaster","153.94",52396,11.8,98012,14.1,29.9,29.1,26.9,3.3
"SC","Laurens","138.21",35441,19.1,67493,19.1,33.8,30.9,16.2,3
"SC","Lee","118.29",33605,25.4,16828,18.5,41.5,24.2,15.9,4
"SC","Lexington","140.48",47992,11.9,298750,10.4,28.2,31.1,30.4,2.3
"SC","McCormick","140.39",40004,18.1,9463,16.6,33.9,29,20.5,3.1
"SC","Marion","122.04",33569,24.9,30657,21.1,42,23.4,13.5,4.3
"SC","Marlboro","160.00",32637,28.9,26118,22.8,42.2,26.1,8.9,4.8
"SC","Newberry","147.74",39024,14,38440,18,36,28.1,17.9,2.7
"SC","Oconee","152.88",45004,13.1,79546,15.1,29,30,25.8,2.8
"SC","Orangeburg","137.73",35656,26.3,86175,14.1,31.2,34.8,19.9,4.8
"SC","Pickens","152.26",39549,15.3,126884,14.7,29.1,30.3,26,2.8
"SC","Richland","140.22",47299,16.2,415759,8.5,22.5,29.9,39.1,2.8
"SC","Spartanburg","143.68",44169,12.9,319785,14.3,29.3,31.9,24.5,2.6
"SC","Sumter","141.71",40019,17.8,106721,14.5,30.8,35.4,19.3,3.4
"SC","Union","122.53",34341,19.9,27316,18.8,40,29.9,11.3,3.5
"SC","York","158.34",48588,8.6,280979,9.2,25.1,32.4,33.3,2.8
"SD","Beadle","178.99",49521,12.9,18453,15.7,34,29.8,20.5,3.2
"SD","Brookings","172.04",47782,11.9,35077,5,25.2,29.5,40.3,3.3
"SD","Brown","187.30",55397,9.4,38839,7,31.6,32,29.4,3.1
"SD","Brule","193.33",45320,12.6,5297,11.1,31.4,30.4,27.1,3.1
"SD","Butte","192.10",38449,12.9,10429,9,42.2,29.7,19.2,3.4
"SD","Clay","175.31",40589,19,14070,5,20.8,24.2,49.9,3.3
"SD","Codington","184.36",51250,9.7,28009,8.5,36.5,33.6,21.5,3.2
"SD","Davison","172.08",53275,11.7,19775,7.9,31.1,34.5,26.5,2.9
"SD","Edmunds","199.21",54210,10.7,3829,6.9,34.5,32.3,26.3,3
"SD","Fall River","206.90",48186,13.9,6713,5.6,35.1,38.3,21.1,4.3
"SD","Grant","175.56",57365,9.1,7052,9.3,38.2,30.6,21.9,3.4
"SD","Hamlin","252.09",44145,8.9,6164,8.2,42.5,28.3,21,3.3
"SD","Hughes","180.15",54352,8.9,17526,7.8,27.3,30.3,34.7,2.7
"SD","Lake","182.41",51119,9.5,12797,9.1,31.8,26,33.1,3.6
"SD","Lawrence","208.78",52919,12.4,25844,6.5,29.6,28.9,35,3.2
"SD","Lincoln","166.53",70461,3.8,61128,5.2,23,34.3,37.6,2.6
"SD","McCook","176.36",53322,9.2,5586,11.3,35,29.5,24.1,2.9
"SD","Meade","193.61",44365,8.7,28332,5.6,28.7,38.5,27.2,3.6
"SD","Minnehaha","168.71",59905,8.7,193134,7.5,26.4,33,33.1,2.9
"SD","Pennington","187.18",53071,12,113775,6.5,27.5,34.5,31.5,3.4
"SD","Stanley","172.89",62601,7.7,3098,5.1,30.6,32.2,32.1,3
"SD","Turner","211.87",54445,10.1,8384,8,33.7,34.6,23.7,3
"SD","Union","169.33",117055,6.3,15932,7.4,29.5,32.5,30.6,3.4
"SD","Walworth","218.76",46589,15.1,5435,10,38,27.1,24.9,5.5
"SD","Yankton","179.24",51011,10.1,22814,9.1,35.4,29.8,25.7,2.9
"TN","Anderson","157.10",43045,15.3,76978,13,32.9,30.8,23.3,3.6
"TN","Bedford","186.52",38667,13.9,49713,17.9,41.4,24,16.6,3.7
"TN","Benton","149.84",34482,17.6,16160,17.6,46.4,23.7,12.3,4.5
"TN","Blount","165.50",45222,10.5,133088,10.9,34.6,30.3,24.2,3.2
"TN","Bradley","155.77",40712,14.5,108110,14.7,32.1,30.9,22.3,3.5
"TN","Campbell","153.61",34655,21.9,39842,22.7,40.6,24.2,12.4,4.6
"TN","Cannon","173.24",36713,13,14678,15.5,45.6,23.2,15.8,3.1
"TN","Carroll","131.73",37529,16.8,27767,15.9,42.2,23.9,18,4.8
"TN","Carter","154.96",34691,19.3,56391,16.5,38.6,27.4,17.5,4.1
"TN","Cheatham","178.48",46138,9.6,40667,13,37.1,28.8,21,2.6
"TN","Chester","134.86",34800,14.8,17297,14.8,39.1,30.1,16,3.4
"TN","Claiborne","149.76",35996,19.7,31959,19.9,38,26,16.1,4.2
"TN","Cocke","140.24",33340,22.8,36004,19.9,46.8,21.7,11.6,4.5
"TN","Coffee","165.75",40415,14.4,56520,14.6,38.5,26.5,20.5,3.3
"TN","Crockett","114.39",40735,15.8,14230,18.8,40.5,26.8,13.8,3.5
"TN","Cumberland","142.17",37720,13.3,60520,14.2,37.7,29.7,18.5,4.5
"TN","Davidson","221.38",71252,12.6,694144,10.9,22.1,25.3,41.7,2.5
"TN","Dickson","175.61",42088,10.1,53948,16.3,41.8,25.7,16.2,3
"TN","Dyer","133.27",42552,17.3,37159,16.1,38.8,28.9,16.1,4.9
"TN","Fayette","134.95",56361,11.2,41133,13.8,32.1,31.9,22.2,3.6
"TN","Fentress","139.64",33727,20.9,18523,17,43.6,23.4,16,4.2
"TN","Franklin","165.36",40370,13.9,42208,12.5,40,26.6,20.8,3.3
"TN","Gibson","125.95",39892,14.3,49133,14.7,39.1,27.8,18.4,4.2
"TN","Giles","167.72",38934,13.4,29464,14.2,43.1,26.1,16.5,3.9
"TN","Greene","145.30",37287,15.9,69069,15.3,41.5,26.5,16.7,4.7
"TN","Hamblen","148.02",38304,14.4,64934,18.7,38.6,25.9,16.8,3.9
"TN","Hamilton","171.28",53360,12.7,367804,10.5,26.9,30.4,32.2,3.2
"TN","Hardeman","135.32",30977,19.2,25050,20.4,46.8,21.7,11.2,5
"TN","Hardin","148.48",40331,17.5,25652,18.5,42.1,24.4,15,4.3
"TN","Hawkins","149.20",35077,18.1,56786,15.6,42.7,27.9,13.7,4.1
"TN","Haywood","119.57",35920,20.7,17304,18,47,23.9,11,4.9
"TN","Henderson","133.16",36986,15.8,28117,17.3,42.3,26.1,14.4,4.3
"TN","Henry","132.22",42407,18.3,32345,14.1,45.6,23.9,16.5,4.1
"TN","Hickman","161.27",33840,16.3,25178,21.4,44.3,23.3,10.9,3.1
"TN","Humphreys","162.45",39784,13.1,18582,15.1,48.4,22.2,14.3,3.8
"TN","Jackson","157.81",31676,17.1,11786,21.8,44.6,22.5,11,4.6
"TN","Jefferson","153.29",37494,12.5,54495,14.7,39.1,29.5,16.8,3.7
"TN","Knox","174.76",51758,13.4,470313,8.3,25.3,28.8,37.6,2.9
"TN","Lauderdale","124.72",31976,19.3,25633,22.9,45.4,23.4,8.3,5.4
"TN","Lawrence","165.24",35983,16.7,44142,16.6,44.3,24.8,14.3,4.1
"TN","Lewis","163.82",36378,15.2,12268,15.7,42.5,31.4,10.4,4
"TN","Lincoln","155.51",42134,12.8,34366,16.5,40.5,24.6,18.4,3.6
"TN","Loudon","165.64",50154,9.7,54068,13.8,32.4,27.4,26.4,3.4
"TN","McMinn","154.50",37601,14.5,53794,15.5,40.4,27.9,16.2,3.8
"TN","McNairy","134.08",33914,17,25694,17.4,45.4,24.6,12.6,5.2
"TN","Macon","166.87",33535,15.5,24602,19.7,45.7,24.3,10.3,3.1
"TN","Madison","125.92",44135,17.6,97984,11.1,35.3,27.9,25.6,3.6
"TN","Marion","152.10",40365,15.3,28907,18.5,38.7,30.1,12.8,4.3
"TN","Marshall","185.54",39173,13.1,34375,14.6,41.4,29.4,14.7,3.5
"TN","Maury","185.28",44246,8.5,96387,9.8,35.7,31.4,23,3.2
"TN","Monroe","153.77",34720,16.5,46545,17.6,41.5,27.5,13.4,3.7
"TN","Montgomery","164.35",43028,12,208993,7.1,28.5,36,28.5,3.8
"TN","Morgan","166.84",30962,22,21403,19.7,48.5,22.4,9.4,4.1
"TN","Obion","128.98",42717,14.6,30069,16.5,44.8,23.4,15.3,4.9
"TN","Overton","163.38",35085,17.1,22241,19.4,46.7,21.2,12.8,3.8
"TN","Pickett","155.22",39569,17.8,5048,25.6,38.2,26.7,9.4,4.7
"TN","Putnam","155.66",40223,16.1,80245,13.4,36.5,23.6,26.4,3.5
"TN","Rhea","168.22",35424,15.4,33167,19.2,36.8,27,16.9,5.7
"TN","Roane","153.66",41917,14.6,53382,11.1,36.3,32.9,19.8,4
"TN","Robertson","172.77",43856,10.5,71813,12.8,38.1,29.5,19.6,2.9
"TN","Rutherford","190.49",42712,10,332285,8.2,27.8,31.7,32.2,2.6
"TN","Sequatchie","135.30",39154,17.4,15026,18.4,39.1,27.4,15.1,4.2
"TN","Sevier","157.46",41136,12.9,98250,15,37.2,30.3,17.4,3.3
"TN","Shelby","133.70",50744,17.2,937166,11.6,27.5,29.3,31.6,4
"TN","Smith","171.40",40290,15.3,20157,14.7,46.5,24.3,14.4,3
"TN","Stewart","155.99",41155,12.9,13715,12.8,44.8,26.8,15.6,4.5
"TN","Sullivan","155.05",43610,15.1,158348,12.8,34.7,28.8,23.6,3.7
"TN","Sumner","185.08",50213,8.6,191283,10.3,30.9,30.7,28.1,2.7
"TN","Tipton","134.30",40514,10.5,61599,12.2,37.6,32.9,17.3,3.9
"TN","Trousdale","177.16",31835,15.8,11284,15.6,38.4,32.3,13.8,3.1
"TN","Unicoi","153.13",37278,15.8,17883,15,39.4,30.8,14.8,5
"TN","Union","166.90",32853,18.3,19972,22.9,44.8,22.4,9.9,4
"TN","Warren","153.42",35453,15.9,41277,20.5,43.3,21.6,14.5,4.1
"TN","Washington","157.13",44593,15.8,129375,11.2,28.9,28.1,31.8,3.5
"TN","Wayne","155.83",28922,17.3,16673,19.8,46.6,23.8,9.7,4.7
